id,sale_date,id_product,qtd,total,custo_total_reais,prejuizo_transacao
9162,2023-01-07,45,1,9904.0,10047.20695,143.20694999999978
3887,2023-01-07,85,6,231472.0,237844.01157000003,6372.0115700000315
6876,2023-01-07,82,11,567974.0,568049.545745,75.54574500001036
945,2023-01-07,80,12,1473151.7,1533452.93904,60301.23904000013
2016,2023-01-07,27,4,62743.7,64509.10466,1765.4046600000001
1402,2023-01-08,83,13,1664827.5,2462599.5465499996,797772.0465499996
1728,2023-01-08,46,14,66284.35,70963.86297,4679.512969999996
6740,2023-01-08,147,4,11514.0,12520.08098,1006.0809800000006
3542,2023-01-08,77,1,42469.75,45546.580585,3076.8305850000033
4081,2023-01-08,133,10,17980.65,18418.38185,437.7318500000001
3114,2023-01-08,42,6,35957.0,40071.595409999994,4114.595409999994
3864,2023-01-08,23,9,95577.6,100311.70743,4734.107429999989
9616,2023-01-08,56,10,408393.6,427469.56944999995,19075.969449999975
2643,2023-01-08,107,6,9080.0,9370.55724,290.5572400000001
3256,2023-01-08,127,8,12395.0,12396.40028,1.4002799999998388
1839,2023-01-08,114,13,9871.45,9941.866934999998,70.41693499999747
7471,2023-01-08,89,15,1121162.45,1175943.4104,54780.96039999998
236,2023-01-08,113,10,41752.5,43103.2525,1350.7525000000023
1490,2023-01-09,82,14,722877.0,724504.130602,1627.1306020000484
5044,2023-01-09,35,8,88044.0,93185.05496800001,5141.054968000011
1591,2023-01-09,106,7,29159.3,31035.589914,1876.2899140000009
5566,2023-01-09,17,15,210582.0,215051.84637,4469.846370000014
3641,2023-01-09,113,11,45927.75,47514.04735,1586.2973500000007
8423,2023-01-09,144,14,30998.0,31331.463576,333.4635759999983
1108,2023-01-09,147,5,15150.0,15683.263865000004,533.2638650000044
3327,2023-01-09,134,9,42458.0,42871.330899,413.3308990000005
5082,2023-01-09,144,6,12620.75,13427.770104,807.0201039999993
1067,2023-01-09,136,12,22497.9,33931.083936,11433.183936000001
8554,2023-01-09,73,12,1632023.05,1742060.2651800003,110037.21518000029
9807,2023-01-09,142,7,5495.75,5935.640921000001,439.8909210000011
8432,2023-01-10,72,2,189362.55,321448.35491999995,132085.80491999997
820,2023-01-10,20,3,87875.0,89423.17523999998,1548.1752399999823
1176,2023-01-10,38,10,264611.0,267068.31795,2457.317949999997
9979,2023-01-10,146,5,2480.0,2594.0764499999996,114.07644999999957
8359,2023-01-10,150,14,21887.05,23569.05243,1682.0024300000005
1286,2023-01-10,54,3,346373.8,364541.88015,18168.080149999994
4706,2023-01-10,91,9,1213974.0,1240345.7347050002,26371.734705000184
8560,2023-01-11,142,12,9917.0,9993.45816,76.45816000000013
2707,2023-01-11,25,13,149761.8,161582.85936,11821.059360000014
9231,2023-01-11,105,8,2352.2,2461.5864,109.38640000000032
5378,2023-01-11,55,14,1539821.0,1698792.4825199998,158971.48251999984
93,2023-01-11,113,11,45927.75,46664.541,736.7909999999974
1571,2023-01-11,34,11,51388.35,54939.98664,3551.6366400000043
8273,2023-01-11,98,14,1111056.0,1111568.66604,512.6660400000401
1220,2023-01-11,65,8,204462.0,208440.39456,3978.394559999986
2888,2023-01-11,122,8,10051.0,10631.22336,580.22336
6231,2023-01-11,124,2,7163.0,7482.14064,319.1406399999996
4522,2023-01-11,116,14,34254.15,36577.13472,2322.9847200000004
6120,2023-01-11,22,3,118359.0,119084.23602000001,725.2360200000112
7914,2023-01-12,61,3,79853.2,85801.9686,5948.768599999996
2865,2023-01-12,147,15,43178.45,45657.849,2479.399000000005
6947,2023-01-12,1,7,220265.1,235244.436,14979.335999999981
2241,2023-01-12,150,13,20324.3,21469.934199999996,1145.6341999999968
7370,2023-01-12,31,9,74548.0,111859.9182,37311.9182
506,2023-01-13,35,6,62731.35,67486.02178800001,4754.671788000014
6211,2023-01-13,48,7,97996.3,101536.47128800002,3540.1712880000123
4006,2023-01-13,91,9,1153275.3,1210778.1839340003,57502.883934000274
8012,2023-01-13,56,12,490071.75,496377.453768,6305.703768000007
2910,2023-01-13,120,8,23746.2,24012.024080000003,265.82408000000214
1747,2023-01-13,148,4,18184.9,18452.45388,267.5538799999995
8429,2023-01-13,124,12,42977.05,44138.588832,1161.5388319999984
6052,2023-01-13,31,11,91114.0,136042.06904200002,44928.06904200002
2228,2023-01-13,127,3,4415.6,4498.341846,82.7418459999999
6596,2023-01-13,22,10,374802.55,390278.24782000005,15475.69782000006
9253,2023-01-13,35,5,55028.0,56238.35149,1210.351490000001
6156,2023-01-13,109,6,3549.2,5193.262548000001,1644.0625480000008
5380,2023-01-13,36,4,85885.7,86360.02100000001,474.3210000000108
4205,2023-01-14,83,13,1664827.5,2382974.48506,718146.9850599999
1952,2023-01-14,140,1,2978.25,3001.298426,23.048425999999836
3430,2023-01-14,141,13,62163.0,62638.710784,475.7107840000026
3056,2023-01-14,116,10,24467.25,25687.56704,1220.3170400000017
1332,2023-01-14,102,13,10275.2,13293.305714,3018.1057139999994
6282,2023-01-14,146,14,6596.8,7090.267688,493.4676879999997
5852,2023-01-16,1,2,62932.75,66840.01860000001,3907.2686000000103
3460,2023-01-16,26,2,32837.7,34889.872240000004,2052.172240000007
7902,2023-01-16,64,14,1483024.1,1527986.21542,44962.11541999993
6560,2023-01-16,102,5,4160.0,5109.710975,949.710975
8847,2023-01-16,61,9,239559.6,255978.655155,16419.05515499998
714,2023-01-16,29,11,401614.0,432360.981195,30746.981195
7227,2023-01-16,4,1,3212.9,3344.505565,131.60556499999984
1167,2023-01-17,111,7,28497.15,29455.754622,958.6046219999989
5721,2023-01-17,66,6,71658.5,72512.357322,853.8573219999962
8821,2023-01-17,102,10,7904.0,10237.015790000001,2333.0157900000013
2908,2023-01-17,148,12,54555.65,55419.05502000001,863.4050200000056
6868,2023-01-17,42,6,35957.0,38819.144826,2862.1448260000034
8127,2023-01-17,127,14,20606.45,21015.656914,409.2069139999985
5935,2023-01-17,59,11,910886.6,940316.367034,29429.76703400002
2750,2023-01-17,127,2,2944.05,3002.236702,58.18670199999997
865,2023-01-17,150,14,21887.05,23032.850302000003,1145.8003020000033
5953,2023-01-18,72,7,662769.4,1093160.6079240001,430391.2079240001
9886,2023-01-18,12,1,2589.7,2687.842473,98.14247300000034
3554,2023-01-18,37,8,46114.9,46115.001288,0.1012879999980214
713,2023-01-18,117,9,36927.0,37726.62354,799.6235400000005
5593,2023-01-18,65,12,291357.4,305983.046328,14625.646328000003
4433,2023-01-19,103,2,3399.1,3563.5209600000003,164.42096000000038
8070,2023-01-19,125,12,38783.75,39449.647488,665.8974880000023
7951,2023-01-19,19,6,98594.0,98969.83343999999,375.8334399999876
1496,2023-01-19,81,2,232082.15,243461.27459200003,11379.124592000037
3478,2023-01-19,29,7,255572.0,280677.6467040001,25105.64670400007
1855,2023-01-19,103,15,25496.1,26726.4072,1230.307200000003
4012,2023-01-19,123,5,13885.0,13958.166640000001,73.16664000000128
2557,2023-01-20,47,3,18369.0,23335.839582,4966.8395820000005
9378,2023-01-20,62,5,485554.5,519880.27453999995,34325.774539999955
637,2023-01-20,89,7,523208.7,539751.091264,16542.391264000034
1681,2023-01-20,129,3,9309.05,9335.957796,26.907796000001326
9076,2023-01-20,118,15,61490.65,62181.23439,690.5843899999963
2703,2023-01-20,93,8,763625.2,807216.5659360001,43591.36593600013
8434,2023-01-20,70,9,309199.0,311372.954244,2173.9542440000223
1881,2023-01-20,74,2,164461.15,231347.993228,66886.84322800001
4108,2023-01-20,61,9,239559.6,260340.53344199999,20780.93344199998
5164,2023-01-21,77,2,89409.0,89595.479644,186.47964400000637
5304,2023-01-21,75,12,373559.95,386375.339856,12815.389855999965
2676,2023-01-21,69,2,86003.5,88813.090344,2809.5903439999965
100,2023-01-21,93,4,381812.6,403608.28296800004,21795.682968000066
5228,2023-01-21,106,11,45822.3,47866.94127599999,2044.6412759999876
8340,2023-01-21,27,6,94115.55,95172.74566799999,1057.1956679999857
8099,2023-01-21,104,8,29704.0,30881.347552,1177.3475519999993
1610,2023-01-21,74,15,1298378.0,1735109.94921,436731.94921
6701,2023-01-21,109,12,7098.4,10557.108935999999,3458.708935999999
2285,2023-01-22,27,4,62743.7,63448.497112,704.7971120000002
7878,2023-01-22,53,14,713877.5,731141.709144,17264.209143999964
8581,2023-01-22,26,8,131351.75,141937.583744,10585.833744000003
5746,2023-01-22,131,1,915.8,964.184342,48.38434200000006
4606,2023-01-22,119,4,12371.85,12998.57944,626.7294399999992
862,2023-01-22,100,10,993701.9,1029701.2580799999,35999.35807999992
9930,2023-01-22,48,9,125995.65,132690.937896,6695.287895999994
1565,2023-01-22,120,2,5936.55,6101.59682,165.04681999999957
1736,2023-01-22,7,6,111257.35,114742.04359199999,3484.6935919999814
8368,2023-01-22,31,3,24849.0,37711.736106000004,12862.736106000004
9202,2023-01-23,70,8,274843.0,276435.220256,1592.2202560000005
1045,2023-01-23,136,10,19735.0,27718.04048,7983.04048
5779,2023-01-23,118,2,8198.5,8280.624403999998,82.12440399999832
8274,2023-01-23,11,15,516305.05,524448.5454,8143.495399999956
9087,2023-01-23,138,3,11921.55,12875.773325999999,954.2233259999994
7872,2023-01-23,25,15,181897.0,186090.52488,4193.524880000012
1363,2023-01-23,32,11,130650.65,147677.90237199998,17027.252371999988
9168,2023-01-23,45,7,65859.7,69088.97086,3229.270860000004
3313,2023-01-24,86,13,1155010.95,1197911.446992,42900.496992000146
3402,2023-01-24,125,12,38783.75,39110.712192,326.96219199999905
2541,2023-01-24,101,13,5722.8,5910.66216,187.86215999999968
2395,2023-01-24,49,12,159171.0,162966.4704,3795.470399999991
4080,2023-01-24,80,11,1350388.9,1374841.885824,24452.98582400009
2492,2023-01-24,35,1,11006.0,11368.622448,362.6224480000001
2664,2023-01-24,117,11,42876.35,46823.135039999994,3946.785039999995
6602,2023-01-25,35,1,10455.7,11224.799346,769.0993459999991
1231,2023-01-25,131,1,915.8,946.6759739999999,30.87597399999993
3673,2023-01-25,140,14,41689.8,41932.73842799999,242.93842799998674
502,2023-01-25,72,12,1136177.2,1878885.4201919998,742708.2201919998
7741,2023-01-25,138,4,16732.0,16876.731047999998,144.73104799999783
786,2023-01-25,35,5,55028.0,56123.99673,1095.996729999999
7600,2023-01-25,121,9,31585.6,32999.41863,1413.8186300000016
9055,2023-01-25,1,3,94399.6,100116.84131999998,5717.241319999972
6441,2023-01-25,136,6,11841.0,16348.956768,4507.956768
4546,2023-01-26,49,4,53057.0,53539.31080000001,482.31080000000657
9265,2023-01-26,78,15,1735101.85,1761863.1615600002,26761.31156000006
4061,2023-01-26,48,5,69997.9,72249.53702,2251.637020000009
6582,2023-01-26,127,13,19134.9,19418.496071,283.59607099999994
1562,2023-01-26,1,8,264980.0,266502.26256,1522.2625600000028
2985,2023-01-26,107,7,10064.3,10538.501036000001,474.2010360000022
2817,2023-01-26,40,12,161697.6,168593.80194,6896.201939999999
3638,2023-01-26,15,6,159029.05,161045.309388,2016.2593880000059
1488,2023-01-26,148,15,68193.85,68932.881675,739.0316749999911
1313,2023-01-27,111,5,20354.7,20860.66797,505.9679699999979
558,2023-01-27,42,2,11386.7,12829.531637999999,1442.8316379999978
6936,2023-01-27,46,3,14203.45,14605.818200999998,402.3682009999975
5466,2023-01-27,26,10,172832.0,173261.67896,429.6789599999902
4919,2023-01-28,64,12,1271163.65,1300785.7832880002,29622.133288000245
9335,2023-01-28,61,4,106471.25,109594.175056,3122.9250559999928
753,2023-01-28,120,14,41555.85,41709.65953,153.80952999999863
5413,2023-01-29,1,9,283197.85,298732.31945999997,15534.469459999993
3601,2023-01-29,1,12,377596.5,398309.75928,20713.25928
2916,2023-01-29,57,3,338553.4,342643.591479,4090.191478999972
310,2023-01-29,110,6,14224.35,14499.969005999998,275.61900599999717
6599,2023-01-29,104,3,11139.0,11308.958454,169.95845399999962
5120,2023-01-29,15,12,318057.15,320927.44879199995,2870.2987919999287
6883,2023-01-29,83,2,256127.6,363894.80997999996,107767.20997999996
8408,2023-01-29,150,10,15634.15,16311.94477,677.7947700000004
6139,2023-01-29,86,7,621928.9,633437.779751,11508.879750999971
6848,2023-01-30,23,10,106196.7,107459.28166,1262.5816599999962
3387,2023-01-30,106,4,16662.05,17062.296216,400.24621599999955
5392,2023-01-30,63,15,1994396.75,2111089.19439,116692.44438999984
7660,2023-01-30,5,14,331366.0,351061.952654,19695.952654000022
1141,2023-01-30,61,8,212941.55,220017.31702400002,7075.76702400003
2281,2023-01-31,57,15,1692766.05,1720844.7082050003,28078.658205000218
3364,2023-01-31,71,1,123665.3,125079.45487500001,1414.1548750000075
7496,2023-01-31,105,5,1470.6,1508.1179750000001,37.517975000000206
3052,2023-01-31,72,12,1195976.0,1877081.701968,681105.701968
3548,2023-01-31,26,7,114932.9,121823.09288800001,6890.19288800002
1734,2023-01-31,115,7,5523.3,5735.845619,212.54561899999953
2419,2023-01-31,22,10,374802.55,389110.75531000004,14308.205310000048
1083,2023-02-01,119,3,9278.65,9511.709130000001,233.05913000000146
3793,2023-02-01,4,2,6425.8,6637.451501999999,211.6515019999988
2920,2023-02-01,50,2,21424.4,22110.399762,685.9997619999995
8156,2023-02-01,83,12,1617647.0,2181390.50844,563743.50844
2171,2023-02-01,117,6,23387.1,25058.202839999998,1671.1028399999996
2513,2023-02-01,82,3,147156.9,148667.663727,1510.7637270000123
3577,2023-02-01,9,8,317644.0,321934.70812799997,4290.708127999969
6453,2023-02-02,17,8,106694.5,108055.22619199999,1360.7261919999873
6796,2023-02-02,99,6,611420.0,638659.645134,27239.64513399999
2445,2023-02-03,92,13,1097347.85,1110910.90383,13563.053829999873
3885,2023-02-03,106,8,33325.05,34172.13744,847.0874399999957
7683,2023-02-03,104,13,48269.0,49259.361059999996,990.3610599999956
8961,2023-02-03,21,7,58084.9,59804.81262,1719.9126199999955
2860,2023-02-03,37,11,63407.75,63558.83457,151.08456999999908
2696,2023-02-03,75,5,155649.9,158029.1937,2379.2937000000093
1406,2023-02-03,100,2,198740.0,202153.09967999998,3413.099679999985
4033,2023-02-03,104,5,17636.75,18945.9081,1309.1581000000006
6285,2023-02-04,31,12,99397.0,148072.93452,48675.93452000001
8711,2023-02-04,22,9,337322.2,350453.78108999995,13131.581089999934
9816,2023-02-04,82,12,588627.6,598293.47844,9665.87844
7793,2023-02-04,65,2,51115.0,51118.38396,3.383959999999206
5354,2023-02-04,21,3,24893.8,25630.63398,736.8339799999994
3202,2023-02-05,46,5,23673.05,24469.14015,796.09015
1668,2023-02-05,136,6,11841.0,16345.11312,4504.11312
6193,2023-02-05,22,9,337322.2,350453.78108999995,13131.581089999934
9277,2023-02-05,81,9,1044369.2,1072169.9484299999,27800.74842999992
4632,2023-02-05,29,3,109531.0,117720.54566999999,8189.545669999992
2144,2023-02-05,75,10,311299.8,316058.3874,4758.5874000000185
435,2023-02-05,55,1,109987.0,119033.03727,9046.03727
7022,2023-02-05,144,11,23138.2,23717.315159999995,579.1151599999939
5632,2023-02-05,119,1,3093.2,3189.8853,96.6853000000001
2021,2023-02-06,52,10,130188.95,136379.45847,6190.508470000015
3821,2023-02-06,32,1,12502.0,13384.151858,882.1518579999993
768,2023-02-06,124,11,39395.55,40948.466988,1552.9169879999972
9576,2023-02-06,138,2,8366.0,8557.562686000001,191.56268600000112
5761,2023-02-06,86,11,977316.3,1014931.0652470002,37614.76524700015
1701,2023-02-06,49,7,92850.0,95186.9807,2336.9807
1527,2023-02-06,135,8,12498.2,13174.71876,676.518759999999
7317,2023-02-06,91,7,896991.9,953076.7648710002,56084.86487100017
6566,2023-02-07,61,3,79853.2,83698.13382,3844.9338200000057
2981,2023-02-07,57,3,338553.4,348906.97621500003,10353.576215000008
5550,2023-02-07,12,10,27262.0,27293.409150000003,31.409150000003137
7970,2023-02-07,50,10,107122.0,112674.93895000001,5552.938950000011
1308,2023-02-07,3,1,9024.0,9066.114015000001,42.11401500000102
3152,2023-02-07,147,2,6060.0,6122.652410000001,62.6524100000006
4210,2023-02-07,63,6,839746.0,856631.8483800001,16885.848380000098
5062,2023-02-07,133,3,5394.1,5404.246995,10.14699500000006
9536,2023-02-07,41,10,100700.0,103685.17845,2985.1784500000067
1470,2023-02-07,77,7,297286.35,324221.993375,26935.643375000043
3938,2023-02-07,144,9,18930.65,19657.954260000002,727.3042600000008
6344,2023-02-08,73,10,1360019.05,1433141.6885999998,73122.63859999971
706,2023-02-08,98,5,396806.0,397110.91274,304.91273999999976
4779,2023-02-08,104,4,14852.0,15455.524575999998,603.524575999998
8816,2023-02-08,50,8,90208.0,90734.54876800001,526.5487680000078
7628,2023-02-08,116,2,4893.45,5226.912128,333.4621280000001
4158,2023-02-08,49,11,145907.0,150368.42919999998,4461.429199999984
8663,2023-02-08,124,9,32232.55,33679.988783999994,1447.4387839999945
4757,2023-02-08,31,8,66265.0,100661.35241600001,34396.35241600001
6668,2023-02-08,74,9,779027.0,1042067.2640760001,263040.2640760001
1694,2023-02-08,49,12,159171.0,164038.28639999998,4867.286399999983
2878,2023-02-08,20,8,234334.6,236827.908352,2493.3083519999927
7423,2023-02-08,67,15,1286836.0,1305119.85942,18283.85942000011
5750,2023-02-09,122,8,10580.0,10691.511919999999,111.51191999999901
1537,2023-02-09,70,4,130550.9,139263.78556,8712.885559999995
941,2023-02-09,5,14,331366.0,360403.58038999996,29037.58038999996
6040,2023-02-09,69,1,43001.75,44687.57763,1685.8276299999998
4167,2023-02-10,82,5,245261.5,256597.12627000004,11335.626270000037
3278,2023-02-10,4,12,40583.0,41241.944471999996,658.9444719999956
3920,2023-02-10,14,10,358111.0,359349.27536,1238.2753600000287
283,2023-02-10,124,10,35814.05,37774.59816,1960.5481599999985
7632,2023-02-10,109,11,6850.0,9777.872478,2927.8724779999993
2084,2023-02-10,125,8,25856.15,26492.433568000004,636.2835680000026
3629,2023-02-10,29,3,109531.0,121171.651614,11640.651614000002
5050,2023-02-11,98,14,1111056.0,1122380.9256520001,11324.925652000122
6003,2023-02-11,73,13,1861079.0,1880628.03513,19549.035129999975
219,2023-02-11,115,14,11628.0,11816.564116,188.56411599999956
4217,2023-02-11,116,6,15453.0,15828.394944000001,375.3949440000015
2158,2023-02-11,44,15,153997.85,154664.38277999999,666.5327799999795
1573,2023-02-12,46,11,52079.95,55410.255185999995,3330.305185999998
7920,2023-02-12,9,12,476466.0,500087.01955200004,23621.01955200004
1845,2023-02-12,38,5,125690.7,133868.02623000002,8177.326230000021
9632,2023-02-12,27,2,31371.85,32053.781396000002,681.9313960000036
738,2023-02-12,3,7,60010.55,64482.966113999995,4472.416113999992
4500,2023-02-12,145,10,41324.05,43100.73456,1776.6845599999942
4103,2023-02-12,51,9,548559.45,578786.200092,30226.750092000002
8532,2023-02-13,108,10,31783.2,33871.96398,2088.7639799999997
6593,2023-02-13,142,6,4710.1,4978.863036000001,268.7630360000003
4194,2023-02-13,72,11,1041495.45,1749036.1133519998,707540.6633519998
4530,2023-02-13,9,14,555877.0,575748.435696,19871.435696
1831,2023-02-13,136,2,3947.0,5534.212512,1587.212512
9066,2023-02-13,105,8,2352.2,2452.7848799999997,100.58487999999988
7314,2023-02-13,140,6,17866.65,18250.025724,383.3757239999977
8784,2023-02-13,12,11,28488.6,30103.476678,1614.8766780000005
4621,2023-02-14,49,6,79586.0,81185.33339999999,1599.3333999999886
9467,2023-02-14,100,5,496850.95,510106.78547999996,13255.83547999995
9750,2023-02-14,109,12,7472.0,10459.835532,2987.835531999999
3746,2023-02-14,99,2,214533.0,219738.03024599998,5205.03024599998
4945,2023-02-14,127,14,20606.45,21140.430065999997,533.9800659999964
8356,2023-02-14,117,5,19489.25,21205.4319,1716.1818999999996
1200,2023-02-15,83,9,1152573.25,1685136.1023900001,532562.8523900001
1528,2023-02-15,98,3,238083.0,239214.375597,1131.3755970000057
9024,2023-02-15,63,15,1994396.75,2164281.73203,169884.98203000007
3853,2023-02-15,112,7,14503.65,14563.310923000003,59.660923000003095
4417,2023-02-15,40,14,198577.0,201680.44449,3103.4444899999944
6679,2023-02-15,142,1,826.0,836.358187,10.358187000000044
6831,2023-02-15,34,6,28029.75,30095.729496000004,2065.9794960000036
8703,2023-02-15,129,5,15514.45,15636.852330000002,122.4023300000008
8748,2023-02-16,124,10,35814.05,37706.99712,1892.947119999997
9659,2023-02-16,80,8,982101.45,1014120.449024,32018.99902400002
5848,2023-02-16,11,5,172102.0,176533.3008,4431.300799999997
8770,2023-02-16,120,15,44523.65,46154.5788,1630.9288000000015
4720,2023-02-16,109,8,4732.9,7098.453887999999,2365.5538879999995
2110,2023-02-16,116,2,4893.45,5266.689536,373.23953600000004
4582,2023-02-16,47,13,79598.0,101989.520464,22391.520464
824,2023-02-16,26,6,98514.05,107366.474496,8852.424495999992
4494,2023-02-17,108,15,50183.0,50982.42246,799.4224600000016
5431,2023-02-17,149,13,15127.0,15277.068664,150.06866400000035
2854,2023-02-17,109,11,6850.0,9682.189836,2832.1898359999996
675,2023-02-17,148,14,63648.1,65677.11276,2029.012760000005
8593,2023-02-17,107,8,11501.65,12294.804608,793.1546080000007
3636,2023-02-17,46,6,29903.0,29928.016872,25.01687200000015
742,2023-02-17,99,3,305710.0,332838.67520399997,27128.67520399997
2714,2023-02-17,150,9,14070.45,15040.778148000001,970.3281480000005
1062,2023-02-18,58,8,827067.15,838747.59248,11680.442479999969
3689,2023-02-18,135,8,12498.2,13238.094239999999,739.8942399999978
8550,2023-02-18,1,5,157332.35,170032.4292,12700.079200000007
1362,2023-02-18,55,7,769910.0,849265.615156,79355.61515600001
3558,2023-02-18,9,3,119116.0,123798.338256,4682.338256000003
4099,2023-02-18,98,5,396806.0,396927.75758000003,121.75758000003407
443,2023-02-18,91,5,674430.0,684043.87986,9613.879859999986
7843,2023-02-18,93,3,301431.0,302857.60609200003,1426.606092000031
556,2023-02-18,40,9,127656.0,129078.44045999998,1422.4404599999834
5077,2023-02-18,102,3,2496.0,3119.627748,623.6277479999999
8984,2023-02-19,37,9,51878.55,53003.400732,1124.850731999999
1386,2023-02-19,114,13,9871.45,10308.674376,437.2243760000001
4550,2023-02-19,7,9,166885.55,172199.14509600002,5313.595096000034
8873,2023-02-19,150,10,16457.0,16711.975720000002,254.97572000000218
9090,2023-02-19,55,6,626926.85,727941.955848,101015.10584800004
5463,2023-02-19,141,11,52600.0,53899.411456,1299.4114560000016
9430,2023-02-19,73,6,816012.0,859488.41772,43476.41772000003
372,2023-02-20,77,7,312933.0,326210.1619,13277.161900000006
