id,id_client,id_product,qtd,total,sale_date,product_id,start_date,usd_price,product_name,data_cambio,cotacaoVenda,custo_unit_brl,custo_total_brl,resultado,prejuizo,teve_prejuizo
3477,18,46,2,9469.6,2023-01-02,46,2022-12-02,959.01,Sonda AIS Magnum Boost,2023-01-02,5.3436,5124.565836000001,10249.131672000001,-779.531672000001,779.531672000001,True
8092,34,55,8,879898.0,2023-01-02,55,2022-04-14,23326.09,Motor Diesel Volvo Flow Oceanic 259HP,2023-01-02,5.3436,124645.29452400001,997162.3561920001,-117264.3561920001,117264.3561920001,True
1238,42,149,4,4654.0,2023-01-02,149,2022-07-11,217.62,Cabo de Nylon Bruce Core,2023-01-02,5.3436,1162.8742320000001,4651.4969280000005,2.50307199999952,0.0,False
6459,3,91,8,1079088.0,2023-01-02,91,2022-03-16,26303.31,Motor Elétrico Tohatsu Zenith Oceanic 113HP,2023-01-02,5.3436,140554.36731600002,1124434.9385280001,-45346.938528000144,45346.938528000144,True
4286,33,18,7,176706.65,2023-01-02,18,2022-01-25,4834.43,Rádio Simrad Axis,2023-01-02,5.3436,25833.260148000005,180832.82103600004,-4126.171036000043,4126.171036000043,True
7082,41,140,6,17866.65,2023-01-02,140,2021-02-03,586.81,Boia de Arqueamento Bruce Dash Titan Pulse,2023-01-02,5.3436,3135.677916,18814.067496,-947.4174959999982,947.4174959999982,True
663,39,147,9,25907.45,2023-01-02,147,2022-08-25,592.19,Corrente Danforth Force Leviathan Impulse,2023-01-02,5.3436,3164.4264840000005,28479.838356000004,-2572.388356000003,2572.388356000003,True
4770,28,124,4,14326.0,2023-01-02,124,2022-12-20,719.16,Corrente Delta Axis,2023-01-02,5.3436,3842.903376,15371.613504,-1045.6135040000008,1045.6135040000008,True
3932,34,125,9,29088.05,2023-01-02,125,2020-11-17,630.46,Cabo de Nylon Danforth Kinetic,2023-01-02,5.3436,3368.9260560000002,30320.334504000002,-1232.284504000003,1232.284504000003,True
7777,26,25,11,126721.45,2023-01-02,25,2022-03-04,2389.36,Rádio Lowrance Nitro Thrust Barracuda,2023-01-02,5.3436,12767.784096000001,140445.62505600002,-13724.175056000022,13724.175056000022,True
4996,24,29,9,328593.0,2023-01-02,29,2022-03-29,7689.63,Rádio Simrad Orca,2023-01-02,5.3436,41090.306868,369812.761812,-41219.76181200001,41219.76181200001,True
5121,27,61,11,308205.0,2023-01-02,61,2022-11-04,5564.33,Motor Diesel Honda Prime 84HP,2023-01-02,5.3436,29733.553788,327069.09166800004,-18864.091668000037,18864.091668000037,True
5239,21,48,14,206309.0,2023-01-02,48,2020-12-31,2836.04,GPS Furuno Magnum Drift,2023-01-02,5.3436,15154.663344,212165.286816,-5856.286816000007,5856.286816000007,True
9643,22,65,14,357808.0,2023-01-02,65,2022-06-13,5008.66,Motor de Popa Torqeedo Nautic Swift 223HP,2023-01-02,5.3436,26764.275576,374699.85806400003,-16891.85806400003,16891.85806400003,True
3525,32,133,6,11356.0,2023-01-02,133,2022-07-06,348.47,Âncora Bruce Core Pulse,2023-01-02,5.3436,1862.0842920000002,11172.505752000001,183.49424799999906,0.0,False
4034,5,86,8,710775.75,2023-01-02,86,2021-08-13,17824.79,Motor Diesel Volvo Helix Evo Force 144HP,2023-01-02,5.3436,95248.54784400002,761988.3827520001,-51212.63275200012,51212.63275200012,True
2602,35,115,8,6312.75,2023-01-02,115,2020-09-11,157.17,Cabo de Nylon Delta Force Magnum Leviathan,2023-01-02,5.3436,839.853612,6718.828896,-406.078896,406.078896,True
7899,41,78,7,809714.45,2023-01-02,78,2022-10-14,23053.04,Motor Elétrico Honda Mako Axis 131HP,2023-01-02,5.3436,123186.22454400001,862303.5718080001,-52589.12180800014,52589.12180800014,True
9894,1,26,15,259248.0,2023-01-03,26,2022-03-14,3412.88,Piloto Automático Furuno Core Boost Flux,2023-01-03,5.3759,18347.301592,275209.52388,-15961.523879999993,15961.523879999993,True
1727,40,72,14,1395305.0,2023-01-03,72,2018-03-09,30675.48,Motor de Popa Volvo Hydro Dash 256HP,2023-01-03,5.3759,164908.312932,2308716.381048,-913411.381048,913411.381048,True
7226,24,26,1,17283.0,2023-01-03,26,2022-03-14,3412.88,Piloto Automático Furuno Core Boost Flux,2023-01-03,5.3759,18347.301592,18347.301592,-1064.3015919999998,1064.3015919999998,True
3291,13,74,10,865586.0,2023-01-03,74,2018-12-19,22250.99,Motor de Popa Honda Torque 228HP,2023-01-03,5.3759,119619.097141,1196190.97141,-330604.97141,330604.97141,True
6966,28,74,15,1298378.0,2023-01-03,74,2018-12-19,22250.99,Motor de Popa Honda Torque 228HP,2023-01-03,5.3759,119619.097141,1794286.457115,-495908.4571150001,495908.4571150001,True
8172,46,72,12,1136177.2,2023-01-03,72,2018-03-09,30675.48,Motor de Popa Volvo Hydro Dash 256HP,2023-01-03,5.3759,164908.312932,1978899.755184,-842722.5551839999,842722.5551839999,True
8378,21,36,15,339021.0,2023-01-03,36,2022-09-26,4221.25,Radar Lowrance Aqua Pulse,2023-01-03,5.3759,22693.017874999998,340395.26812499994,-1374.2681249999441,1374.2681249999441,True
5775,16,39,8,237063.0,2023-01-03,39,2020-10-16,5270.87,GPS Furuno Vector,2023-01-03,5.3759,28335.670033,226685.360264,10377.639736000012,0.0,False
1767,11,1,1,33123.0,2023-01-03,1,2022-05-16,6538.2,Transponder AIS Maré Magnum,2023-01-03,5.3759,35148.70938,35148.70938,-2025.7093800000002,2025.7093800000002,True
2622,27,116,11,26914.45,2023-01-03,116,2022-03-16,502.24,Cabo de Nylon Delta Velocity Oceanic Abyss,2023-01-03,5.3759,2699.9920159999997,29699.912175999998,-2785.4621759999973,2785.4621759999973,True
8897,37,5,12,284028.0,2023-01-03,5,2022-05-24,4920.79,Piloto Automático Furuno Storm,2023-01-03,5.3759,26453.674960999997,317444.09953199996,-33416.099531999964,33416.099531999964,True
9975,16,8,15,71023.9,2023-01-03,8,2021-08-06,951.1,GPS AIS Zen,2023-01-03,5.3759,5113.0184899999995,76695.27734999999,-5671.377349999995,5671.377349999995,True
4010,16,63,13,1728477.5,2023-01-03,63,2021-07-29,27618.14,Motor Elétrico Torqeedo Ion Orca Vox 186HP,2023-01-03,5.3759,148472.35882599998,1930140.6647379997,-201663.16473799967,201663.16473799967,True
4071,28,84,13,564510.0,2023-01-03,84,2021-04-28,8041.61,Motor de Popa Torqeedo Zenith Peak Thrust 212HP,2023-01-03,5.3759,43230.891199,562001.585587,2508.4144129999913,0.0,False
1832,5,56,1,42989.0,2023-01-03,56,2022-12-19,8087.59,Motor Elétrico Torqeedo Velocity Swift 74HP,2023-01-03,5.3759,43478.075080999995,43478.075080999995,-489.0750809999954,489.0750809999954,True
1384,21,57,11,1306696.0,2023-01-04,57,2022-12-16,22497.79,Motor de Popa Honda Vector Kinetic 174HP,2023-01-04,5.4459,122520.714561,1347727.860171,-41031.86017100001,41031.86017100001,True
9581,25,2,15,199473.4,2023-01-04,2,2022-07-06,2577.22,Transponder Furuno Marlin,2023-01-04,5.4459,14035.282398,210529.23596999998,-11055.835969999986,11055.835969999986,True
6905,17,106,12,49987.1,2023-01-04,106,2020-12-28,837.06,Âncora Danforth Nitro Titan Vox,2023-01-04,5.4459,4558.545053999999,54702.540647999995,-4715.440647999996,4715.440647999996,True
306,12,70,6,206133.0,2023-01-04,70,2022-11-09,6655.06,Motor Diesel Parsun Boost Helix Velocity 146HP,2023-01-04,5.4459,36242.791254,217456.747524,-11323.747524000006,11323.747524000006,True
8343,14,20,8,234334.6,2023-01-04,20,2021-10-04,5689.04,Radar AIS Marlin,2023-01-04,5.4459,30981.942936,247855.543488,-13520.94348799999,13520.94348799999,True
2017,45,92,1,88854.0,2023-01-04,92,2022-12-12,16745.97,Motor Elétrico Yamaha Nautic Kraken 133HP,2023-01-04,5.4459,91196.87802300001,91196.87802300001,-2342.878023000012,2342.878023000012,True
472,26,56,7,285874.95,2023-01-04,56,2022-12-19,8087.59,Motor Elétrico Torqeedo Velocity Swift 74HP,2023-01-04,5.4459,44044.206381,308309.44466700003,-22434.49466700002,22434.49466700002,True
7677,11,61,13,364242.0,2023-01-04,61,2022-11-04,5564.33,Motor Diesel Honda Prime 84HP,2023-01-04,5.4459,30302.784746999998,393936.20171099994,-29694.201710999943,29694.201710999943,True
3342,48,41,13,137800.0,2023-01-04,41,2020-10-08,1886.32,GPS Simrad Flow Pulse,2023-01-04,5.4459,10272.710088,133545.231144,4254.76885600001,0.0,False
6768,1,11,4,144928.0,2023-01-04,11,2022-01-27,6733.8,GPS Furuno Swift Leviathan Poseidon,2023-01-04,5.4459,36671.60142,146686.40568,-1758.4056799999962,1758.4056799999962,True
9228,47,15,7,195298.0,2023-01-04,15,2022-12-06,5325.4,Radar Garmin Tidal Thrust,2023-01-04,5.4459,29001.595859999998,203011.17101999998,-7713.17101999998,7713.17101999998,True
5938,37,81,11,1276451.35,2023-01-04,81,2022-08-02,23345.09,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,2023-01-04,5.4459,127135.025631,1398485.281941,-122033.93194099981,122033.93194099981,True
4874,6,5,1,23669.0,2023-01-04,5,2022-05-24,4920.79,Piloto Automático Furuno Storm,2023-01-04,5.4459,26798.130261,26798.130261,-3129.1302609999984,3129.1302609999984,True
9151,49,41,5,53000.0,2023-01-04,41,2020-10-08,1886.32,GPS Simrad Flow Pulse,2023-01-04,5.4459,10272.710088,51363.55044,1636.449560000001,0.0,False
631,43,15,2,55800.0,2023-01-04,15,2022-12-06,5325.4,Radar Garmin Tidal Thrust,2023-01-04,5.4459,29001.595859999998,58003.191719999995,-2203.1917199999953,2203.1917199999953,True
6811,12,13,11,85218.0,2023-01-04,13,2021-10-22,1356.5,Radar Simrad Boost,2023-01-04,5.4459,7387.36335,81260.99685,3957.003150000004,0.0,False
727,43,19,3,46832.15,2023-01-05,19,2021-08-30,3163.35,Sonda Lowrance Tidal Storm Vox,2023-01-05,5.4026,17090.31471,51270.944129999996,-4438.794129999995,4438.794129999995,True
9792,41,12,8,21809.0,2023-01-05,12,2022-06-20,527.97,GPS AIS Drift Flux Vox,2023-01-05,5.4026,2852.410722,22819.285776,-1010.2857760000006,1010.2857760000006,True
9786,8,50,14,149970.8,2023-01-05,50,2020-12-23,2179.61,Piloto Automático Simrad Poseidon Magnum,2023-01-05,5.4026,11775.560986,164857.853804,-14887.053804000025,14887.053804000025,True
7582,48,89,6,472068.0,2023-01-05,89,2022-11-11,14832.32,Motor Elétrico Yamaha Orca Storm Zenith 11HP,2023-01-05,5.4026,80133.09203199999,480798.5521919999,-8730.552191999916,8730.552191999916,True
7309,27,22,13,487242.65,2023-01-05,22,2022-08-22,7630.67,Transponder Furuno Force Ion,2023-01-05,5.4026,41225.457742,535930.950646,-48688.30064599996,48688.30064599996,True
4226,45,49,7,92850.0,2023-01-05,49,2021-06-07,2627.0,Sonda Furuno Swift,2023-01-05,5.4026,14192.6302,99348.4114,-6498.411399999997,6498.411399999997,True
1248,26,148,10,45463.2,2023-01-05,148,2022-11-10,901.95,Âncora Delta Force Barracuda Mako,2023-01-05,5.4026,4872.87507,48728.750700000004,-3265.550700000007,3265.550700000007,True
5135,26,98,4,317445.0,2023-01-05,98,2022-10-03,15262.93,Motor Diesel Parsun Velocity Abyss Orca 235HP,2023-01-05,5.4026,82459.505618,329838.022472,-12393.022471999982,12393.022471999982,True
6821,33,56,15,644832.0,2023-01-05,56,2022-12-19,8087.59,Motor Elétrico Torqeedo Velocity Swift 74HP,2023-01-05,5.4026,43694.013734,655410.20601,-10578.206009999965,10578.206009999965,True
8334,28,40,3,42552.0,2023-01-05,40,2022-12-23,2757.45,Sonda Furuno Maré Tidal,2023-01-05,5.4026,14897.399369999997,44692.19810999999,-2140.1981099999903,2140.1981099999903,True
6752,24,86,15,1332704.65,2023-01-05,86,2021-08-13,17824.79,Motor Diesel Volvo Helix Evo Force 144HP,2023-01-05,5.4026,96300.210454,1444503.15681,-111798.50681000017,111798.50681000017,True
1098,6,27,5,78429.15,2023-01-05,27,2022-07-12,3051.23,GPS Garmin Vortex Maré Drift,2023-01-05,5.4026,16484.575198,82422.87599,-3993.7259900000063,3993.7259900000063,True
6014,26,142,10,8264.0,2023-01-05,142,2022-11-09,160.09,Âncora Danforth Vector Evo,2023-01-05,5.4026,864.9022339999999,8649.02234,-385.02233999999953,385.02233999999953,True
4929,8,73,11,1496021.05,2023-01-05,73,2021-07-12,27407.95,Motor de Popa Torqeedo Core Hydra Flux 162HP,2023-01-05,5.4026,148074.19066999998,1628816.0973699999,-132795.0473699998,132795.0473699998,True
2333,3,18,6,159435.0,2023-01-05,18,2022-01-25,4834.43,Rádio Simrad Axis,2023-01-05,5.4026,26118.491518,156710.949108,2724.0508919999993,0.0,False
4478,32,46,6,29903.0,2023-01-05,46,2022-12-02,959.01,Sonda AIS Magnum Boost,2023-01-05,5.4026,5181.1474259999995,31086.884555999997,-1183.8845559999972,1183.8845559999972,True
2113,6,121,11,40637.0,2023-01-05,121,2021-08-31,718.35,Âncora Danforth Oceanic Helix Flux,2023-01-05,5.4026,3880.9577099999997,42690.53481,-2053.5348099999974,2053.5348099999974,True
2686,49,108,7,23419.0,2023-01-05,108,2022-06-14,653.47,Boia de Arqueamento Bruce Titan,2023-01-05,5.4026,3530.437022,24713.059154000002,-1294.0591540000023,1294.0591540000023,True
6572,24,66,3,35829.25,2023-01-05,66,2021-01-05,2360.29,Motor de Popa Tohatsu Poseidon Helix Prime 135HP,2023-01-05,5.4026,12751.702753999998,38255.108261999994,-2425.8582619999943,2425.8582619999943,True
8521,49,146,7,3472.0,2023-01-06,146,2022-05-04,99.02,Corrente Delta Vox Ion,2023-01-06,5.2855,523.3702099999999,3663.5914699999994,-191.5914699999994,191.5914699999994,True
1708,11,19,4,62442.55,2023-01-06,19,2021-08-30,3163.35,Sonda Lowrance Tidal Storm Vox,2023-01-06,5.2855,16719.886425,66879.5457,-4436.9956999999995,4436.9956999999995,True
1503,25,32,8,95019.0,2023-01-06,32,2022-05-25,2585.66,Sonda AIS Impulse Oceanic Zenith,2023-01-06,5.2855,13666.50593,109332.04744,-14313.047439999995,14313.047439999995,True
8097,34,128,5,23254.0,2023-01-06,128,2022-07-22,853.09,Boia de Arqueamento Bruce Marlin Hydra,2023-01-06,5.2855,4509.007195,22545.035975,708.9640250000011,0.0,False
9377,16,18,9,227194.4,2023-01-06,18,2022-01-25,4834.43,Rádio Simrad Axis,2023-01-06,5.2855,25552.379765,229971.417885,-2777.0178850000084,2777.0178850000084,True
91,23,36,15,339021.0,2023-01-06,36,2022-09-26,4221.25,Radar Lowrance Aqua Pulse,2023-01-06,5.2855,22311.416875,334671.253125,4349.746875000012,0.0,False
2729,45,105,10,3095.0,2023-01-06,105,2022-06-24,59.15,Cabo de Nylon Danforth Prime,2023-01-06,5.2855,312.637325,3126.3732499999996,-31.373249999999643,31.373249999999643,True
4730,13,35,8,83641.8,2023-01-07,35,2022-05-05,2199.13,Radar Furuno Swift,2023-01-06,5.2855,11623.501615000001,92988.01292000001,-9346.212920000005,9346.212920000005,True
7501,9,142,2,1570.35,2023-01-07,142,2022-11-09,160.09,Âncora Danforth Vector Evo,2023-01-06,5.2855,846.155695,1692.31139,-121.96139000000016,121.96139000000016,True
9652,6,113,6,25051.5,2023-01-07,113,2022-07-05,815.5,Âncora Delta Mako Ultra,2023-01-06,5.2855,4310.32525,25861.9515,-810.4514999999992,810.4514999999992,True
9555,17,110,6,14973.0,2023-01-07,110,2021-08-26,476.03,Corrente Bruce Current,2023-01-06,5.2855,2516.056565,15096.33939,-123.33938999999918,123.33938999999918,True
9129,42,32,10,118773.75,2023-01-07,32,2022-05-25,2585.66,Sonda AIS Impulse Oceanic Zenith,2023-01-06,5.2855,13666.50593,136665.0593,-17891.309299999994,17891.309299999994,True
5434,10,18,4,100975.5,2023-01-07,18,2022-01-25,4834.43,Rádio Simrad Axis,2023-01-06,5.2855,25552.379765,102209.51906,-1234.019060000006,1234.019060000006,True
9162,40,45,1,9904.0,2023-01-07,45,2022-02-14,1900.9,GPS Furuno Current,2023-01-06,5.2855,10047.20695,10047.20695,-143.20694999999978,143.20694999999978,True
3887,1,85,6,231472.0,2023-01-07,85,2022-12-23,7499.89,Motor de Popa Parsun Impulse 162HP,2023-01-06,5.2855,39640.668595,237844.01157000003,-6372.0115700000315,6372.0115700000315,True
6876,27,82,11,567974.0,2023-01-07,82,2020-09-11,9770.29,Motor Elétrico Volvo Nautic Vox 118HP,2023-01-06,5.2855,51640.867795000006,568049.545745,-75.54574500001036,75.54574500001036,True
945,2,80,12,1473151.7,2023-01-07,80,2022-10-28,24177.04,Motor de Popa Volvo Maré 69HP,2023-01-06,5.2855,127787.74492,1533452.93904,-60301.23904000013,60301.23904000013,True
2016,29,27,4,62743.7,2023-01-07,27,2022-07-12,3051.23,GPS Garmin Vortex Maré Drift,2023-01-06,5.2855,16127.276165,64509.10466,-1765.4046600000001,1765.4046600000001,True
1402,9,83,13,1664827.5,2023-01-08,83,2019-01-25,35839.7,Motor Diesel Yanmar Dash Nitro 184HP,2023-01-06,5.2855,189430.73434999998,2462599.5465499996,-797772.0465499996,797772.0465499996,True
1728,29,46,14,66284.35,2023-01-08,46,2022-12-02,959.01,Sonda AIS Magnum Boost,2023-01-06,5.2855,5068.847355,70963.86297,-4679.512969999996,4679.512969999996,True
9221,29,80,2,258448.0,2023-01-08,80,2022-10-28,24177.04,Motor de Popa Volvo Maré 69HP,2023-01-06,5.2855,127787.74492,255575.48984,2872.5101600000053,0.0,False
6740,46,147,4,11514.0,2023-01-08,147,2022-08-25,592.19,Corrente Danforth Force Leviathan Impulse,2023-01-06,5.2855,3130.020245,12520.08098,-1006.0809800000006,1006.0809800000006,True
3542,29,77,1,42469.75,2023-01-08,77,2022-07-29,8617.27,Motor Diesel Tohatsu Vector 197HP,2023-01-06,5.2855,45546.580585,45546.580585,-3076.8305850000033,3076.8305850000033,True
1169,47,2,10,139982.0,2023-01-08,2,2022-07-06,2577.22,Transponder Furuno Marlin,2023-01-06,5.2855,13621.896309999998,136218.9631,3763.0369000000064,0.0,False
4081,2,133,10,17980.65,2023-01-08,133,2022-07-06,348.47,Âncora Bruce Core Pulse,2023-01-06,5.2855,1841.838185,18418.38185,-437.7318500000001,437.7318500000001,True
3114,40,42,6,35957.0,2023-01-08,42,2022-05-27,1263.57,Transponder Lowrance Axis,2023-01-06,5.2855,6678.599235,40071.595409999994,-4114.595409999994,4114.595409999994,True
3864,43,23,9,95577.6,2023-01-08,23,2022-10-13,2108.74,Piloto Automático Furuno Torque Peak,2023-01-06,5.2855,11145.74527,100311.70743,-4734.107429999989,4734.107429999989,True
9616,44,56,10,408393.6,2023-01-08,56,2022-12-19,8087.59,Motor Elétrico Torqeedo Velocity Swift 74HP,2023-01-06,5.2855,42746.956945,427469.56944999995,-19075.969449999975,19075.969449999975,True
2643,11,107,6,9080.0,2023-01-08,107,2022-08-09,295.48,Boia de Arqueamento Bruce Tidal Marlin,2023-01-06,5.2855,1561.75954,9370.55724,-290.5572400000001,290.5572400000001,True
3256,48,127,8,12395.0,2023-01-08,127,2023-01-06,293.17,Cabo de Nylon Delta Velocity Core Mako,2023-01-06,5.2855,1549.550035,12396.40028,-1.4002799999998388,1.4002799999998388,True
839,8,20,8,246668.0,2023-01-08,20,2021-10-04,5689.04,Radar AIS Marlin,2023-01-06,5.2855,30069.42092,240555.36736,6112.632639999996,0.0,False
6207,30,120,5,15622.0,2023-01-08,120,2022-10-26,586.85,Boia de Arqueamento Danforth Flux Tidal,2023-01-06,5.2855,3101.795675,15508.978374999999,113.02162500000122,0.0,False
1839,10,114,13,9871.45,2023-01-08,114,2022-01-13,144.69,Boia de Arqueamento Danforth Tidal Zen Swift,2023-01-06,5.2855,764.7589949999999,9941.866934999998,-70.41693499999747,70.41693499999747,True
7471,39,89,15,1121162.45,2023-01-08,89,2022-11-11,14832.32,Motor Elétrico Yamaha Orca Storm Zenith 11HP,2023-01-06,5.2855,78396.22735999999,1175943.4104,-54780.96039999998,54780.96039999998,True
315,12,137,8,27084.0,2023-01-08,137,2020-06-26,619.79,Âncora Danforth Impulse,2023-01-06,5.2855,3275.900045,26207.20036,876.7996400000011,0.0,False
236,33,113,10,41752.5,2023-01-08,113,2022-07-05,815.5,Âncora Delta Mako Ultra,2023-01-06,5.2855,4310.32525,43103.2525,-1350.7525000000023,1350.7525000000023,True
1490,27,82,14,722877.0,2023-01-09,82,2020-09-11,9770.29,Motor Elétrico Volvo Nautic Vox 118HP,2023-01-09,5.2967,51750.295043000006,724504.130602,-1627.1306020000484,1627.1306020000484,True
5044,39,35,8,88044.0,2023-01-09,35,2022-05-05,2199.13,Radar Furuno Swift,2023-01-09,5.2967,11648.131871000001,93185.05496800001,-5141.054968000011,5141.054968000011,True
1591,36,106,7,29159.3,2023-01-09,106,2020-12-28,837.06,Âncora Danforth Nitro Titan Vox,2023-01-09,5.2967,4433.655702,31035.589914,-1876.2899140000009,1876.2899140000009,True
5566,11,17,15,210582.0,2023-01-09,17,2022-12-26,2706.74,Rádio AIS Oceanic Pulse,2023-01-09,5.2967,14336.789758,215051.84637,-4469.846370000014,4469.846370000014,True
3641,15,113,11,45927.75,2023-01-09,113,2022-07-05,815.5,Âncora Delta Mako Ultra,2023-01-09,5.2967,4319.45885,47514.04735,-1586.2973500000007,1586.2973500000007,True
174,42,16,6,180036.0,2023-01-09,16,2023-01-02,5615.94,Sonda Garmin Axis,2023-01-09,5.2967,29745.949398,178475.696388,1560.3036119999888,0.0,False
8423,37,144,14,30998.0,2023-01-09,144,2022-08-04,422.52,Boia de Arqueamento Bruce Barracuda,2023-01-09,5.2967,2237.961684,31331.463576,-333.4635759999983,333.4635759999983,True
185,39,27,7,115580.0,2023-01-09,27,2022-07-12,3051.23,GPS Garmin Vortex Maré Drift,2023-01-09,5.2967,16161.449941,113130.149587,2449.850412999993,0.0,False
1108,1,147,5,15150.0,2023-01-09,147,2022-08-25,592.19,Corrente Danforth Force Leviathan Impulse,2023-01-09,5.2967,3136.6527730000007,15683.263865000004,-533.2638650000044,533.2638650000044,True
3327,18,134,9,42458.0,2023-01-09,134,2022-12-05,899.33,Âncora Delta Storm Vox,2023-01-09,5.2967,4763.481211,42871.330899,-413.3308990000005,413.3308990000005,True
5082,1,144,6,12620.75,2023-01-09,144,2022-08-04,422.52,Boia de Arqueamento Bruce Barracuda,2023-01-09,5.2967,2237.961684,13427.770104,-807.0201039999993,807.0201039999993,True
1067,38,136,12,22497.9,2023-01-09,136,2018-11-01,533.84,Cabo de Nylon Bruce Flux Hydro,2023-01-09,5.2967,2827.590328,33931.083936,-11433.183936000001,11433.183936000001,True
7604,4,37,4,24271.0,2023-01-09,37,2022-09-28,1132.29,GPS Lowrance Evo Storm Drift,2023-01-09,5.2967,5997.400443,23989.601772,281.3982279999982,0.0,False
8554,31,73,12,1632023.05,2023-01-09,73,2021-07-12,27407.95,Motor de Popa Torqeedo Core Hydra Flux 162HP,2023-01-09,5.2967,145171.68876500003,1742060.2651800003,-110037.21518000029,110037.21518000029,True
9807,8,142,7,5495.75,2023-01-09,142,2022-11-09,160.09,Âncora Danforth Vector Evo,2023-01-09,5.2967,847.9487030000001,5935.640921000001,-439.8909210000011,439.8909210000011,True
8432,32,72,2,189362.55,2023-01-10,72,2018-03-09,30675.48,Motor de Popa Volvo Hydro Dash 256HP,2023-01-10,5.2395,160724.17745999998,321448.35491999995,-132085.80491999997,132085.80491999997,True
9497,14,43,6,210581.0,2023-01-10,43,2021-12-28,6219.32,Sonda AIS Barracuda,2023-01-10,5.2395,32586.127139999997,195516.76283999998,15064.237160000019,0.0,False
820,32,20,3,87875.0,2023-01-10,20,2021-10-04,5689.04,Radar AIS Marlin,2023-01-10,5.2395,29807.725079999997,89423.17523999998,-1548.1752399999823,1548.1752399999823,True
1176,17,38,10,264611.0,2023-01-10,38,2022-10-21,5097.21,Rádio AIS Force,2023-01-10,5.2395,26706.831795,267068.31795,-2457.317949999997,2457.317949999997,True
9979,7,146,5,2480.0,2023-01-10,146,2022-05-04,99.02,Corrente Delta Vox Ion,2023-01-10,5.2395,518.8152899999999,2594.0764499999996,-114.07644999999957,114.07644999999957,True
8359,44,150,14,21887.05,2023-01-10,150,2022-08-09,321.31,Cabo de Nylon Danforth Magnum Vox,2023-01-10,5.2395,1683.503745,23569.05243,-1682.0024300000005,1682.0024300000005,True
4572,27,69,7,316855.0,2023-01-10,69,2020-04-03,8542.02,Motor de Popa Torqeedo Ultra Impulse 292HP,2023-01-10,5.2395,44755.91379,313291.39652999997,3563.603470000031,0.0,False
1286,44,54,3,346373.8,2023-01-10,54,2021-08-06,23191.9,Motor de Popa Yamaha Evo Dash 155HP,2023-01-10,5.2395,121513.96005,364541.88015,-18168.080149999994,18168.080149999994,True
4706,3,91,9,1213974.0,2023-01-10,91,2022-03-16,26303.31,Motor Elétrico Tohatsu Zenith Oceanic 113HP,2023-01-10,5.2395,137816.192745,1240345.7347050002,-26371.734705000184,26371.734705000184,True
9607,15,2,11,153980.0,2023-01-11,2,2022-07-06,2577.22,Transponder Furuno Marlin,2023-01-11,5.202,13406.698439999998,147473.68284,6506.317160000006,0.0,False
8560,48,142,12,9917.0,2023-01-11,142,2022-11-09,160.09,Âncora Danforth Vector Evo,2023-01-11,5.202,832.78818,9993.45816,-76.45816000000013,76.45816000000013,True
